FIPS	State	County	Variable	rec_facility_rate
30083	Montana	Richland	rec_facility_rate	10.3
30085	Montana	Roosevelt	rec_facility_rate	0
30087	Montana	Rosebud	rec_facility_rate	10.8
30089	Montana	Sanders	rec_facility_rate	8.8
30091	Montana	Sheridan	rec_facility_rate	0
30093	Montana	Silver Bow	rec_facility_rate	11.7
30095	Montana	Stillwater	rec_facility_rate	11
30097	Montana	Sweet Grass	rec_facility_rate	0
30099	Montana	Teton	rec_facility_rate	32.9
30101	Montana	Toole	rec_facility_rate	0
30103	Montana	Treasure	rec_facility_rate	0
30105	Montana	Valley	rec_facility_rate	0
30107	Montana	Wheatland	rec_facility_rate	0
30109	Montana	Wibaux	rec_facility_rate	0
30111	Montana	Yellowstone	rec_facility_rate	16.2
31001	Nebraska	Adams	rec_facility_rate	12.8
31003	Nebraska	Antelope	rec_facility_rate	0
31005	Nebraska	Arthur	rec_facility_rate	0
31007	Nebraska	Banner	rec_facility_rate	0
31009	Nebraska	Blaine	rec_facility_rate	0
31011	Nebraska	Boone	rec_facility_rate	0
31013	Nebraska	Box Butte	rec_facility_rate	8.9
31015	Nebraska	Boyd	rec_facility_rate	0
31017	Nebraska	Brown	rec_facility_rate	31.7
31019	Nebraska	Buffalo	rec_facility_rate	8.7
31021	Nebraska	Burt	rec_facility_rate	0
31023	Nebraska	Butler	rec_facility_rate	23.8
31025	Nebraska	Cass	rec_facility_rate	0
31027	Nebraska	Cedar	rec_facility_rate	11.3
31029	Nebraska	Chase	rec_facility_rate	0
31031	Nebraska	Cherry	rec_facility_rate	17.5
31033	Nebraska	Cheyenne	rec_facility_rate	10
31035	Nebraska	Clay	rec_facility_rate	0
31037	Nebraska	Colfax	rec_facility_rate	0
31039	Nebraska	Cuming	rec_facility_rate	10.9
31041	Nebraska	Custer	rec_facility_rate	0
31043	Nebraska	Dakota	rec_facility_rate	4.8
31045	Nebraska	Dawes	rec_facility_rate	0
31047	Nebraska	Dawson	rec_facility_rate	12.3
31049	Nebraska	Deuel	rec_facility_rate	0
31051	Nebraska	Dixon	rec_facility_rate	0
31053	Nebraska	Dodge	rec_facility_rate	5.5
31055	Nebraska	Douglas	rec_facility_rate	15.8
31057	Nebraska	Dundy	rec_facility_rate	0
31059	Nebraska	Fillmore	rec_facility_rate	0
31061	Nebraska	Franklin	rec_facility_rate	30.9
31063	Nebraska	Frontier	rec_facility_rate	0
31065	Nebraska	Furnas	rec_facility_rate	0
31067	Nebraska	Gage	rec_facility_rate	17.9
31069	Nebraska	Garden	rec_facility_rate	0
31071	Nebraska	Garfield	rec_facility_rate	48.9
31073	Nebraska	Gosper	rec_facility_rate	0
31075	Nebraska	Grant	rec_facility_rate	0
31077	Nebraska	Greeley	rec_facility_rate	0
31079	Nebraska	Hall	rec_facility_rate	11.9
31081	Nebraska	Hamilton	rec_facility_rate	11
31083	Nebraska	Harlan	rec_facility_rate	0
31085	Nebraska	Hayes	rec_facility_rate	0
31087	Nebraska	Hitchcock	rec_facility_rate	0
31089	Nebraska	Holt	rec_facility_rate	9.6
31091	Nebraska	Hooker	rec_facility_rate	0
31093	Nebraska	Howard	rec_facility_rate	0
31095	Nebraska	Jefferson	rec_facility_rate	0
31097	Nebraska	Johnson	rec_facility_rate	0
31099	Nebraska	Kearney	rec_facility_rate	0
31101	Nebraska	Keith	rec_facility_rate	0
31103	Nebraska	Keya Paha	rec_facility_rate	0
31105	Nebraska	Kimball	rec_facility_rate	0
31107	Nebraska	Knox	rec_facility_rate	0
31109	Nebraska	Lancaster	rec_facility_rate	14.7
31111	Nebraska	Lincoln	rec_facility_rate	13.8
31113	Nebraska	Logan	rec_facility_rate	0
31115	Nebraska	Loup	rec_facility_rate	0
31117	Nebraska	McPherson	rec_facility_rate	0
31119	Nebraska	Madison	rec_facility_rate	8.6
31121	Nebraska	Merrick	rec_facility_rate	12.7
31123	Nebraska	Morrill	rec_facility_rate	0
31125	Nebraska	Nance	rec_facility_rate	0
31127	Nebraska	Nemaha	rec_facility_rate	13.8
31129	Nebraska	Nuckolls	rec_facility_rate	44.4
31131	Nebraska	Otoe	rec_facility_rate	6.3
31133	Nebraska	Pawnee	rec_facility_rate	0
31135	Nebraska	Perkins	rec_facility_rate	33.6
31137	Nebraska	Phelps	rec_facility_rate	32.6
31139	Nebraska	Pierce	rec_facility_rate	0
31141	Nebraska	Platte	rec_facility_rate	18.6
31143	Nebraska	Polk	rec_facility_rate	18.6
31145	Nebraska	Red Willow	rec_facility_rate	9
31147	Nebraska	Richardson	rec_facility_rate	0
31149	Nebraska	Rock	rec_facility_rate	0
31151	Nebraska	Saline	rec_facility_rate	7
31153	Nebraska	Sarpy	rec_facility_rate	13.8
31155	Nebraska	Saunders	rec_facility_rate	0
31157	Nebraska	Scotts Bluff	rec_facility_rate	16.2
31159	Nebraska	Seward	rec_facility_rate	11.9
31161	Nebraska	Sheridan	rec_facility_rate	18.3
31163	Nebraska	Sherman	rec_facility_rate	0
31165	Nebraska	Sioux	rec_facility_rate	0
31167	Nebraska	Stanton	rec_facility_rate	0
31169	Nebraska	Thayer	rec_facility_rate	0
31171	Nebraska	Thomas	rec_facility_rate	0
31173	Nebraska	Thurston	rec_facility_rate	14.3
31175	Nebraska	Valley	rec_facility_rate	23.4
31177	Nebraska	Washington	rec_facility_rate	19.7
31179	Nebraska	Wayne	rec_facility_rate	0
31181	Nebraska	Webster	rec_facility_rate	0
31183	Nebraska	Wheeler	rec_facility_rate	0
31185	Nebraska	York	rec_facility_rate	0
32001	Nevada	Churchill	rec_facility_rate	28.2
32003	Nevada	Clark	rec_facility_rate	5.2
32005	Nevada	Douglas	rec_facility_rate	6.4
32007	Nevada	Elko	rec_facility_rate	10.2
32009	Nevada	Esmeralda	rec_facility_rate	0
32011	Nevada	Eureka	rec_facility_rate	0
32013	Nevada	Humboldt	rec_facility_rate	30.1
32015	Nevada	Lander	rec_facility_rate	17.3
32017	Nevada	Lincoln	rec_facility_rate	0
32019	Nevada	Lyon	rec_facility_rate	15.4
32021	Nevada	Mineral	rec_facility_rate	0
32023	Nevada	Nye	rec_facility_rate	11.4
32027	Nevada	Pershing	rec_facility_rate	0
32029	Nevada	Storey	rec_facility_rate	0
32031	Nevada	Washoe	rec_facility_rate	10.4
32033	Nevada	White Pine	rec_facility_rate	0
32510	Nevada	Carson City	rec_facility_rate	7.2
33001	New Hampshire	Belknap	rec_facility_rate	13.3
33003	New Hampshire	Carroll	rec_facility_rate	12.5
33005	New Hampshire	Cheshire	rec_facility_rate	7.8
33007	New Hampshire	Coos	rec_facility_rate	12.1
33009	New Hampshire	Grafton	rec_facility_rate	23.6
33011	New Hampshire	Hillsborough	rec_facility_rate	12.7
33013	New Hampshire	Merrimack	rec_facility_rate	13
33015	New Hampshire	Rockingham	rec_facility_rate	21
33017	New Hampshire	Strafford	rec_facility_rate	8.1
33019	New Hampshire	Sullivan	rec_facility_rate	2.3
34001	New Jersey	Atlantic	rec_facility_rate	12.4
34003	New Jersey	Bergen	rec_facility_rate	19.3
34005	New Jersey	Burlington	rec_facility_rate	13.1
34007	New Jersey	Camden	rec_facility_rate	12.7
34009	New Jersey	Cape May	rec_facility_rate	15.4
34011	New Jersey	Cumberland	rec_facility_rate	7.7
34013	New Jersey	Essex	rec_facility_rate	10.2
34015	New Jersey	Gloucester	rec_facility_rate	15.2
34017	New Jersey	Hudson	rec_facility_rate	9
34019	New Jersey	Hunterdon	rec_facility_rate	14
34021	New Jersey	Mercer	rec_facility_rate	14.7
34023	New Jersey	Middlesex	rec_facility_rate	10.9
34025	New Jersey	Monmouth	rec_facility_rate	18.7
34027	New Jersey	Morris	rec_facility_rate	22.3
34029	New Jersey	Ocean	rec_facility_rate	9.9
34031	New Jersey	Passaic	rec_facility_rate	9.6
34033	New Jersey	Salem	rec_facility_rate	18.2
34035	New Jersey	Somerset	rec_facility_rate	23.1
34037	New Jersey	Sussex	rec_facility_rate	14.7
34039	New Jersey	Union	rec_facility_rate	15.1
34041	New Jersey	Warren	rec_facility_rate	18.4
35001	New Mexico	Bernalillo	rec_facility_rate	9.2
35003	New Mexico	Catron	rec_facility_rate	0
35005	New Mexico	Chaves	rec_facility_rate	7.6
35006	New Mexico	Cibola	rec_facility_rate	7.3
35007	New Mexico	Colfax	rec_facility_rate	7.3
35009	New Mexico	Curry	rec_facility_rate	10.2
35011	New Mexico	De Baca	rec_facility_rate	0
35013	New Mexico	Dona Ana	rec_facility_rate	6.2
35015	New Mexico	Eddy	rec_facility_rate	9.3
35017	New Mexico	Grant	rec_facility_rate	3.4
35019	New Mexico	Guadalupe	rec_facility_rate	0
35021	New Mexico	Harding	rec_facility_rate	0
35023	New Mexico	Hidalgo	rec_facility_rate	0
35025	New Mexico	Lea	rec_facility_rate	4.6
35027	New Mexico	Lincoln	rec_facility_rate	19.5
35028	New Mexico	Los Alamos	rec_facility_rate	49.9
35029	New Mexico	Luna	rec_facility_rate	8
35031	New Mexico	McKinley	rec_facility_rate	1.4
35033	New Mexico	Mora	rec_facility_rate	0
35035	New Mexico	Otero	rec_facility_rate	7.8
35037	New Mexico	Quay	rec_facility_rate	0
35039	New Mexico	Rio Arriba	rec_facility_rate	5
35041	New Mexico	Roosevelt	rec_facility_rate	5
35043	New Mexico	Sandoval	rec_facility_rate	6
35045	New Mexico	San Juan	rec_facility_rate	3.8
35047	New Mexico	San Miguel	rec_facility_rate	3.4
35049	New Mexico	Santa Fe	rec_facility_rate	10.4
35051	New Mexico	Sierra	rec_facility_rate	0
35053	New Mexico	Socorro	rec_facility_rate	0
35055	New Mexico	Taos	rec_facility_rate	15.2
35057	New Mexico	Torrance	rec_facility_rate	0
35059	New Mexico	Union	rec_facility_rate	0
35061	New Mexico	Valencia	rec_facility_rate	6.5
36001	New York	Albany	rec_facility_rate	12.8
36003	New York	Allegany	rec_facility_rate	6.1
36005	New York	Bronx	rec_facility_rate	3.3
36007	New York	Broome	rec_facility_rate	11
36009	New York	Cattaraugus	rec_facility_rate	6.2
36011	New York	Cayuga	rec_facility_rate	3.8
36013	New York	Chautauqua	rec_facility_rate	5.2
36015	New York	Chemung	rec_facility_rate	14.6
36017	New York	Chenango	rec_facility_rate	6
36019	New York	Clinton	rec_facility_rate	3.7
36021	New York	Columbia	rec_facility_rate	11.1
36023	New York	Cortland	rec_facility_rate	10.1
36025	New York	Delaware	rec_facility_rate	4.2
36027	New York	Dutchess	rec_facility_rate	10.4
36029	New York	Erie	rec_facility_rate	11.2
36031	New York	Essex	rec_facility_rate	15.3
36033	New York	Franklin	rec_facility_rate	7.8
36035	New York	Fulton	rec_facility_rate	9
36037	New York	Genesee	rec_facility_rate	10
36039	New York	Greene	rec_facility_rate	16.3
36041	New York	Hamilton	rec_facility_rate	0
36043	New York	Herkimer	rec_facility_rate	7.8
36045	New York	Jefferson	rec_facility_rate	4.3
36047	New York	Kings	rec_facility_rate	4.8
36049	New York	Lewis	rec_facility_rate	3.7
36051	New York	Livingston	rec_facility_rate	12.2
36053	New York	Madison	rec_facility_rate	9.5
36055	New York	Monroe	rec_facility_rate	11.8
36057	New York	Montgomery	rec_facility_rate	2
36059	New York	Nassau	rec_facility_rate	15.1
36061	New York	New York	rec_facility_rate	27.5
36063	New York	Niagara	rec_facility_rate	9.7
36065	New York	Oneida	rec_facility_rate	11.9
36067	New York	Onondaga	rec_facility_rate	11.8
36069	New York	Ontario	rec_facility_rate	13.9
36071	New York	Orange	rec_facility_rate	10.2
36073	New York	Orleans	rec_facility_rate	7
36075	New York	Oswego	rec_facility_rate	7.4
36077	New York	Otsego	rec_facility_rate	9.6
36079	New York	Putnam	rec_facility_rate	19.1
36081	New York	Queens	rec_facility_rate	5.6
36083	New York	Rensselaer	rec_facility_rate	5
36085	New York	Richmond	rec_facility_rate	7.5
36087	New York	Rockland	rec_facility_rate	14.1
36089	New York	St. Lawrence	rec_facility_rate	2.7
36091	New York	Saratoga	rec_facility_rate	17.7
36093	New York	Schenectady	rec_facility_rate	11
36095	New York	Schoharie	rec_facility_rate	3.1
36097	New York	Schuyler	rec_facility_rate	5.5
36099	New York	Seneca	rec_facility_rate	0
36101	New York	Steuben	rec_facility_rate	6.1
36103	New York	Suffolk	rec_facility_rate	13.3
36105	New York	Sullivan	rec_facility_rate	5.2
36107	New York	Tioga	rec_facility_rate	5.9
36109	New York	Tompkins	rec_facility_rate	16.7
36111	New York	Ulster	rec_facility_rate	13.7
36113	New York	Warren	rec_facility_rate	22.8
36115	New York	Washington	rec_facility_rate	9.5
36117	New York	Wayne	rec_facility_rate	5.3
36119	New York	Westchester	rec_facility_rate	19.7
36121	New York	Wyoming	rec_facility_rate	9.5
36123	New York	Yates	rec_facility_rate	11.8
37001	North Carolina	Alamance	rec_facility_rate	9.2
37003	North Carolina	Alexander	rec_facility_rate	5.4
37005	North Carolina	Alleghany	rec_facility_rate	17.9
37007	North Carolina	Anson	rec_facility_rate	0
37009	North Carolina	Ashe	rec_facility_rate	7.3
37011	North Carolina	Avery	rec_facility_rate	0
37013	North Carolina	Beaufort	rec_facility_rate	10.5
37015	North Carolina	Bertie	rec_facility_rate	4.7
37017	North Carolina	Bladen	rec_facility_rate	2.8
37019	North Carolina	Brunswick	rec_facility_rate	8.3
37021	North Carolina	Buncombe	rec_facility_rate	9.6
37023	North Carolina	Burke	rec_facility_rate	5.5
37025	North Carolina	Cabarrus	rec_facility_rate	15.1
37027	North Carolina	Caldwell	rec_facility_rate	6
37029	North Carolina	Camden	rec_facility_rate	0
37031	North Carolina	Carteret	rec_facility_rate	18
37033	North Carolina	Caswell	rec_facility_rate	4.2
37035	North Carolina	Catawba	rec_facility_rate	5.8
37037	North Carolina	Chatham	rec_facility_rate	9.4
37039	North Carolina	Cherokee	rec_facility_rate	7.3
37041	North Carolina	Chowan	rec_facility_rate	6.8
37043	North Carolina	Clay	rec_facility_rate	0
37045	North Carolina	Cleveland	rec_facility_rate	6.1
37047	North Carolina	Columbus	rec_facility_rate	3.4
37049	North Carolina	Craven	rec_facility_rate	6.7
37051	North Carolina	Cumberland	rec_facility_rate	5.6
37053	North Carolina	Currituck	rec_facility_rate	4.2
37055	North Carolina	Dare	rec_facility_rate	14.7
37057	North Carolina	Davidson	rec_facility_rate	13.5
37059	North Carolina	Davie	rec_facility_rate	4.8
37061	North Carolina	Duplin	rec_facility_rate	1.7
37063	North Carolina	Durham	rec_facility_rate	14.5
37065	North Carolina	Edgecombe	rec_facility_rate	3.5
37067	North Carolina	Forsyth	rec_facility_rate	14.2
37069	North Carolina	Franklin	rec_facility_rate	6.6
37071	North Carolina	Gaston	rec_facility_rate	10.7
37073	North Carolina	Gates	rec_facility_rate	0
37075	North Carolina	Graham	rec_facility_rate	0
37077	North Carolina	Granville	rec_facility_rate	10
37079	North Carolina	Greene	rec_facility_rate	0
37081	North Carolina	Guilford	rec_facility_rate	13.1
37083	North Carolina	Halifax	rec_facility_rate	5.5
37085	North Carolina	Harnett	rec_facility_rate	6
37087	North Carolina	Haywood	rec_facility_rate	3.4
37089	North Carolina	Henderson	rec_facility_rate	8.4
37091	North Carolina	Hertford	rec_facility_rate	8.1
37093	North Carolina	Hoke	rec_facility_rate	4.2
37095	North Carolina	Hyde	rec_facility_rate	0
37097	North Carolina	Iredell	rec_facility_rate	12.5
37099	North Carolina	Jackson	rec_facility_rate	5
37101	North Carolina	Johnston	rec_facility_rate	9.4
37103	North Carolina	Jones	rec_facility_rate	0
37105	North Carolina	Lee	rec_facility_rate	12.1
37107	North Carolina	Lenoir	rec_facility_rate	13.5
37109	North Carolina	Lincoln	rec_facility_rate	6.4
37111	North Carolina	McDowell	rec_facility_rate	2.2
37113	North Carolina	Macon	rec_facility_rate	11.8
37115	North Carolina	Madison	rec_facility_rate	4.8
37117	North Carolina	Martin	rec_facility_rate	4.1
37119	North Carolina	Mecklenburg	rec_facility_rate	16.4
37121	North Carolina	Mitchell	rec_facility_rate	6.4
37123	North Carolina	Montgomery	rec_facility_rate	3.6
37125	North Carolina	Moore	rec_facility_rate	10.2
37127	North Carolina	Nash	rec_facility_rate	8.3
37129	North Carolina	New Hanover	rec_facility_rate	8.9
37131	North Carolina	Northampton	rec_facility_rate	9.1
37133	North Carolina	Onslow	rec_facility_rate	6.1
37135	North Carolina	Orange	rec_facility_rate	20.9
37137	North Carolina	Pamlico	rec_facility_rate	7.6
37139	North Carolina	Pasquotank	rec_facility_rate	9.8
37141	North Carolina	Pender	rec_facility_rate	9.5
37143	North Carolina	Perquimans	rec_facility_rate	7.4
37145	North Carolina	Person	rec_facility_rate	20.3
37147	North Carolina	Pitt	rec_facility_rate	8.9
37149	North Carolina	Polk	rec_facility_rate	9.8
37151	North Carolina	Randolph	rec_facility_rate	9.9
37153	North Carolina	Richmond	rec_facility_rate	4.3
37155	North Carolina	Robeson	rec_facility_rate	6.7
37157	North Carolina	Rockingham	rec_facility_rate	11.7
37159	North Carolina	Rowan	rec_facility_rate	7.2
37161	North Carolina	Rutherford	rec_facility_rate	5.9
37163	North Carolina	Sampson	rec_facility_rate	7.9
37165	North Carolina	Scotland	rec_facility_rate	5.5
37167	North Carolina	Stanly	rec_facility_rate	11.6
37169	North Carolina	Stokes	rec_facility_rate	6.3
37171	North Carolina	Surry	rec_facility_rate	6.8
37173	North Carolina	Swain	rec_facility_rate	14.3
37175	North Carolina	Transylvania	rec_facility_rate	9.1
37177	North Carolina	Tyrrell	rec_facility_rate	0
37179	North Carolina	Union	rec_facility_rate	9.9
37181	North Carolina	Vance	rec_facility_rate	6.6
37183	North Carolina	Wake	rec_facility_rate	15.2
37185	North Carolina	Warren	rec_facility_rate	4.8
37187	North Carolina	Washington	rec_facility_rate	0
37189	North Carolina	Watauga	rec_facility_rate	7.8
37191	North Carolina	Wayne	rec_facility_rate	12.2
37193	North Carolina	Wilkes	rec_facility_rate	5.8
37195	North Carolina	Wilson	rec_facility_rate	4.9
37197	North Carolina	Yadkin	rec_facility_rate	13
37199	North Carolina	Yancey	rec_facility_rate	5.6
38001	North Dakota	Adams	rec_facility_rate	0
38003	North Dakota	Barnes	rec_facility_rate	18.1
38005	North Dakota	Benson	rec_facility_rate	14.9
38007	North Dakota	Billings	rec_facility_rate	0
38009	North Dakota	Bottineau	rec_facility_rate	0
38011	North Dakota	Bowman	rec_facility_rate	0
38013	North Dakota	Burke	rec_facility_rate	0
38015	North Dakota	Burleigh	rec_facility_rate	12.2
38017	North Dakota	Cass	rec_facility_rate	15.3
38019	North Dakota	Cavalier	rec_facility_rate	25.1
38021	North Dakota	Dickey	rec_facility_rate	18.9
38023	North Dakota	Divide	rec_facility_rate	48.1
38025	North Dakota	Dunn	rec_facility_rate	0
38027	North Dakota	Eddy	rec_facility_rate	0
38029	North Dakota	Emmons	rec_facility_rate	28.2
38031	North Dakota	Foster	rec_facility_rate	29.9
38033	North Dakota	Golden Valley	rec_facility_rate	0
38035	North Dakota	Grand Forks	rec_facility_rate	10.5
38037	North Dakota	Grant	rec_facility_rate	0
38039	North Dakota	Griggs	rec_facility_rate	41.4
38041	North Dakota	Hettinger	rec_facility_rate	0
38043	North Dakota	Kidder	rec_facility_rate	40.9
38045	North Dakota	LaMoure	rec_facility_rate	0
38047	North Dakota	Logan	rec_facility_rate	0
38049	North Dakota	McHenry	rec_facility_rate	0
38051	North Dakota	McIntosh	rec_facility_rate	0
38053	North Dakota	McKenzie	rec_facility_rate	0
38055	North Dakota	McLean	rec_facility_rate	11.1
38057	North Dakota	Mercer	rec_facility_rate	47.5
38059	North Dakota	Morton	rec_facility_rate	3.6
38061	North Dakota	Mountrail	rec_facility_rate	0
38063	North Dakota	Nelson	rec_facility_rate	0
38065	North Dakota	Oliver	rec_facility_rate	54.5
38067	North Dakota	Pembina	rec_facility_rate	0
38069	North Dakota	Pierce	rec_facility_rate	0
38071	North Dakota	Ramsey	rec_facility_rate	17.4
38073	North Dakota	Ransom	rec_facility_rate	0
38075	North Dakota	Renville	rec_facility_rate	0
38077	North Dakota	Richland	rec_facility_rate	6.1
38079	North Dakota	Rolette	rec_facility_rate	0
38081	North Dakota	Sargent	rec_facility_rate	0
38083	North Dakota	Sheridan	rec_facility_rate	0
38085	North Dakota	Sioux	rec_facility_rate	0
38087	North Dakota	Slope	rec_facility_rate	0
38089	North Dakota	Stark	rec_facility_rate	12.3
38091	North Dakota	Steele	rec_facility_rate	0
38093	North Dakota	Stutsman	rec_facility_rate	19
38095	North Dakota	Towner	rec_facility_rate	0
38097	North Dakota	Traill	rec_facility_rate	0
38099	North Dakota	Walsh	rec_facility_rate	36
38101	North Dakota	Ward	rec_facility_rate	8.1
38103	North Dakota	Wells	rec_facility_rate	0
38105	North Dakota	Williams	rec_facility_rate	22.2
39001	Ohio	Adams	rec_facility_rate	0
39003	Ohio	Allen	rec_facility_rate	12.2
39005	Ohio	Ashland	rec_facility_rate	7.5
39007	Ohio	Ashtabula	rec_facility_rate	9.9
39009	Ohio	Athens	rec_facility_rate	3.1
39011	Ohio	Auglaize	rec_facility_rate	6.5
39013	Ohio	Belmont	rec_facility_rate	7.1
39015	Ohio	Brown	rec_facility_rate	2.2
39017	Ohio	Butler	rec_facility_rate	8.9
39019	Ohio	Carroll	rec_facility_rate	6.9
39021	Ohio	Champaign	rec_facility_rate	0
39023	Ohio	Clark	rec_facility_rate	8
39025	Ohio	Clermont	rec_facility_rate	11.6
39027	Ohio	Clinton	rec_facility_rate	9.5
39029	Ohio	Columbiana	rec_facility_rate	5.6
39031	Ohio	Coshocton	rec_facility_rate	5.4
39033	Ohio	Crawford	rec_facility_rate	13.7
39035	Ohio	Cuyahoga	rec_facility_rate	10.1
39037	Ohio	Darke	rec_facility_rate	9.4
39039	Ohio	Defiance	rec_facility_rate	5.1
39041	Ohio	Delaware	rec_facility_rate	17.7
39043	Ohio	Erie	rec_facility_rate	13
39045	Ohio	Fairfield	rec_facility_rate	9.6
39047	Ohio	Fayette	rec_facility_rate	10.3
39049	Ohio	Franklin	rec_facility_rate	10.2
39051	Ohio	Fulton	rec_facility_rate	7
39053	Ohio	Gallia	rec_facility_rate	6.5
39055	Ohio	Geauga	rec_facility_rate	13.9
39057	Ohio	Greene	rec_facility_rate	11.1
39059	Ohio	Guernsey	rec_facility_rate	7.5
39061	Ohio	Hamilton	rec_facility_rate	15.7
39063	Ohio	Hancock	rec_facility_rate	9.4
39065	Ohio	Hardin	rec_facility_rate	12.5
39067	Ohio	Harrison	rec_facility_rate	6.3
39069	Ohio	Henry	rec_facility_rate	3.5
39071	Ohio	Highland	rec_facility_rate	6.9
39073	Ohio	Hocking	rec_facility_rate	0
39075	Ohio	Holmes	rec_facility_rate	4.7
39077	Ohio	Huron	rec_facility_rate	6.7
39079	Ohio	Jackson	rec_facility_rate	9
39081	Ohio	Jefferson	rec_facility_rate	5.7
39083	Ohio	Knox	rec_facility_rate	4.9
39085	Ohio	Lake	rec_facility_rate	10.4
39087	Ohio	Lawrence	rec_facility_rate	4.8
39089	Ohio	Licking	rec_facility_rate	11.4
39091	Ohio	Logan	rec_facility_rate	4.4
39093	Ohio	Lorain	rec_facility_rate	7.6
39095	Ohio	Lucas	rec_facility_rate	11.3
39097	Ohio	Madison	rec_facility_rate	2.3
39099	Ohio	Mahoning	rec_facility_rate	12.2
39101	Ohio	Marion	rec_facility_rate	9
39103	Ohio	Medina	rec_facility_rate	11.6
39105	Ohio	Meigs	rec_facility_rate	0
39107	Ohio	Mercer	rec_facility_rate	9.8
39109	Ohio	Miami	rec_facility_rate	14.6
39111	Ohio	Monroe	rec_facility_rate	6.8
39113	Ohio	Montgomery	rec_facility_rate	11.6
39115	Ohio	Morgan	rec_facility_rate	0
39117	Ohio	Morrow	rec_facility_rate	5.7
39119	Ohio	Muskingum	rec_facility_rate	7
39121	Ohio	Noble	rec_facility_rate	13.6
39123	Ohio	Ottawa	rec_facility_rate	9.7
39125	Ohio	Paulding	rec_facility_rate	10.2
39127	Ohio	Perry	rec_facility_rate	5.5
39129	Ohio	Pickaway	rec_facility_rate	1.8
39131	Ohio	Pike	rec_facility_rate	10.4
39133	Ohio	Portage	rec_facility_rate	9.3
39135	Ohio	Preble	rec_facility_rate	4.7
39137	Ohio	Putnam	rec_facility_rate	2.9
39139	Ohio	Richland	rec_facility_rate	9.7
39141	Ohio	Ross	rec_facility_rate	6.4
39143	Ohio	Sandusky	rec_facility_rate	8.2
39145	Ohio	Scioto	rec_facility_rate	2.5
39147	Ohio	Seneca	rec_facility_rate	7.1
39149	Ohio	Shelby	rec_facility_rate	14.2
39151	Ohio	Stark	rec_facility_rate	10.4
39153	Ohio	Summit	rec_facility_rate	9.2
39155	Ohio	Trumbull	rec_facility_rate	11.4
39157	Ohio	Tuscarawas	rec_facility_rate	5.4
39159	Ohio	Union	rec_facility_rate	5.7
39161	Ohio	Van Wert	rec_facility_rate	10.5
39163	Ohio	Vinton	rec_facility_rate	0
39165	Ohio	Warren	rec_facility_rate	13.1
39167	Ohio	Washington	rec_facility_rate	13
39169	Ohio	Wayne	rec_facility_rate	5.2
39171	Ohio	Williams	rec_facility_rate	5.3
39173	Ohio	Wood	rec_facility_rate	8.8
39175	Ohio	Wyandot	rec_facility_rate	8.8
40001	Oklahoma	Adair	rec_facility_rate	0
40003	Oklahoma	Alfalfa	rec_facility_rate	0
40005	Oklahoma	Atoka	rec_facility_rate	0
40007	Oklahoma	Beaver	rec_facility_rate	0
40009	Oklahoma	Beckham	rec_facility_rate	4.5
40011	Oklahoma	Blaine	rec_facility_rate	0
40013	Oklahoma	Bryan	rec_facility_rate	9.4
40015	Oklahoma	Caddo	rec_facility_rate	0
40017	Oklahoma	Canadian	rec_facility_rate	6.9
40019	Oklahoma	Carter	rec_facility_rate	8.4
40021	Oklahoma	Cherokee	rec_facility_rate	4.2
40023	Oklahoma	Choctaw	rec_facility_rate	0
40025	Oklahoma	Cimarron	rec_facility_rate	0
40027	Oklahoma	Cleveland	rec_facility_rate	8.6
40029	Oklahoma	Coal	rec_facility_rate	0
40031	Oklahoma	Comanche	rec_facility_rate	2.4
40033	Oklahoma	Cotton	rec_facility_rate	0
40035	Oklahoma	Craig	rec_facility_rate	0
40037	Oklahoma	Creek	rec_facility_rate	5.7
40039	Oklahoma	Custer	rec_facility_rate	7.3
40041	Oklahoma	Delaware	rec_facility_rate	2.4
40043	Oklahoma	Dewey	rec_facility_rate	0
40045	Oklahoma	Ellis	rec_facility_rate	0
40047	Oklahoma	Garfield	rec_facility_rate	9.9
40049	Oklahoma	Garvin	rec_facility_rate	7.3
40051	Oklahoma	Grady	rec_facility_rate	7.6
40053	Oklahoma	Grant	rec_facility_rate	0
40055	Oklahoma	Greer	rec_facility_rate	0
40057	Oklahoma	Harmon	rec_facility_rate	0
40059	Oklahoma	Harper	rec_facility_rate	0
40061	Oklahoma	Haskell	rec_facility_rate	0
40063	Oklahoma	Hughes	rec_facility_rate	7.1
40065	Oklahoma	Jackson	rec_facility_rate	3.8
40067	Oklahoma	Jefferson	rec_facility_rate	0
40069	Oklahoma	Johnston	rec_facility_rate	0
40071	Oklahoma	Kay	rec_facility_rate	4.3
40073	Oklahoma	Kingfisher	rec_facility_rate	0
40075	Oklahoma	Kiowa	rec_facility_rate	0
40077	Oklahoma	Latimer	rec_facility_rate	0
40079	Oklahoma	Le Flore	rec_facility_rate	4
40081	Oklahoma	Lincoln	rec_facility_rate	2.9
40083	Oklahoma	Logan	rec_facility_rate	9.5
40085	Oklahoma	Love	rec_facility_rate	0
40087	Oklahoma	McClain	rec_facility_rate	14.4
40089	Oklahoma	McCurtain	rec_facility_rate	0
40091	Oklahoma	McIntosh	rec_facility_rate	0
40093	Oklahoma	Major	rec_facility_rate	13.3
40095	Oklahoma	Marshall	rec_facility_rate	0
40097	Oklahoma	Mayes	rec_facility_rate	2.4
